"a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
9300000,5121000,-10031000,-71700,433000,-6210000,-1325000,-316000,-1787000,-2600000,2468000,441000,-2121000,91000,-1050000,-12800000,-5724000,-165000,878700,-558000,6560000,895000,6892000,-213600,5760000,-3083000,2064000,-335000,1404000,9810000
420000,-1430000,-585000,860000,-1520000,-710000,370000,-249000,460000,-880000,-340000,1320000,270000,380000,680000,-1310000,580000,1505000,-740000,1370000,1650000,-2150000,1359000,-660000,510000,340000,-1850000,640000,3e+05,-390000
-11780000,5490000,-99430000,-4770000,1800000,48550000,-3080000,-42860000,-16700000,-8810000,7290000,-5328000,2940000,-1630000,7370000,-1390000,-3290000,-3940000,9920000,-2550000,-44970000,15750000,4440000,1300000,8710000,-9940000,6158000,-5100000,660000,1510000
-254200,42000,-1019000,-1840,-36000,921700,308000,-1070,563860,-284000,351170,-67900,-57790,16000,-32400,18500,-207400,-350600,28000,-203020,-572000,131000,-1850,-29000,47000,-61000,1930,1320,46300,10400
-521200,524000,-23000,-34800,154000,-375000,-18020,-605300,-197000,33000,125000,-5700,-129200,-86800,-86900,1480200,-165000,182000,755800,137000,1306000,79020,218300,-3000,493000,-184300,2883000,1444200,246800,169000
-2690000,195100,-2011000,-440,-1820,-1154000,-59540,-41820,-1375870,-1553000,890200,-56560,-2530,-4450,-8620,-890000,-233000,158000,1018110,270,54000,196740,1205420,-2020,-196800,-908200,36660,2610,37370,1448740
225000,-162000,133000,92000,-601500,180000,-135000,-556700,-332000,-117000,195000,66600,365000,-302500,313500,-314000,88000,-555500,261000,693500,480000,129000,760700,-358000,478000,473000,596000,-559000,313500,47000
0,-660,-3360,0,0,0,0,-1770,-5210,0,1570,0,150,0,0,0,-1750,-1480,1510,0,0,0,0,1410,9790,-1570,0,-1460,981000,0
17000,14000,-48000,105000,-154000,-5000,-75000,12000,31000,-50000,6000,40000,3000,15000,-110000,-115000,95000,-104000,-5000,151000,95000,-52000,-71000,-14000,-19000,14000,77000,86000,-62000,41000
3e+05,-5e+05,3e+05,-2e+05,-3e+05,2e+06,2e+05,-8e+05,-3e+05,-3e+05,-1e+05,1e+05,5e+05,-1e+05,3e+05,0,0,-8e+05,2e+05,2e+05,-5e+05,-4e+05,3e+05,-2e+05,6e+05,6e+05,5e+05,-1e+05,1e+05,4e+05
-367800,121800,-498300,-63000,-29000,-25500,-2110,-17000,-75000,-17000,1000,26400,66000,-3480,-65280,6700,-98000,4300,127800,-6700,61500,1540,195500,-29000,-148000,-118700,14300,238000,2800,10380
-2060000,670000,-447000,-52200,-706000,-4e+06,-541000,-140000,1e+05,1860000,-4e+05,-260000,-801000,444000,-147100,505000,-1649000,213000,221200,-323000,40000,823000,-40000,-1613000,-1730000,330000,590000,-119000,931000,446100
1280000,-420000,4e+05,-320000,1e+05,-30000,60000,-340000,-1e+05,-30000,970000,-80000,490000,-310000,270000,-1300000,-360000,680000,-90000,-60000,620000,-20000,20000,440000,240000,1990000,220000,-380000,420000,260000
-1782100,-488000,-370000,-122000,133700,1170200,-4100,-751400,60000,1400000,58000,-149000,-90000,3340,-282700,61100,428000,-620000,1302000,-6000,-983000,190,104400,90000,-1200000,510000,84000,1660000,-2620,99700
8400000,-3600000,820000,-830000,3700000,-5420000,-1780000,-1390000,-10100000,-6100000,-1730000,-7230000,-5900000,1090000,-1240000,-7e+06,-2230000,320000,17850000,-5260000,4220000,4740000,350000,-18700000,3570000,-5400000,14030000,8e+06,5910000,3980000
-306140,-3200,-494600,-61700,20400,135400,530,-57000,-117700,-212000,-41700,-14490,-73500,-9820,-9550,1000,-5000,-34300,-17100,-8300,-129300,-960,-92800,113700,-238500,2600,101890,184500,96120,540
-33000,-103000,-104000,185400,61000,-21000,-120600,26000,-136000,5000,80000,-117300,-9000,29000,14000,-87000,5000,7000,-212000,-73000,-239200,90600,182000,-247300,-58000,-189000,162300,80000,-10000,55000
-105300000,2.4e+07,-7.9e+07,-22200000,12800000,-2.7e+07,-10300000,-57800000,-2.6e+07,5.3e+07,3700000,-49300000,-8e+06,12500000,-4100000,1.8e+07,1e+06,-1.2e+07,80500000,-7700000,-6700000,15400000,10400000,3e+06,-4.2e+07,8400000,39800000,6.1e+07,-8400000,9100000
-1049700,779000,343000,-243600,-43000,-1444000,-46200,90200,-950000,179000,101000,-192200,-731000,-129000,800,8700,-481000,-231000,448600,208000,-52600,24800,-88600,115000,149000,69000,214200,199000,600,-33320
-28400000,9100000,-2190000,-4790000,-3130000,-6460000,-410000,-2360000,-66500000,6100000,22700000,-3320000,-32700000,1440000,-2970000,-9100000,-7700000,-2240000,6380000,-3e+06,-120000,1420000,2360000,2e+05,-1600000,-27620000,6400000,4e+06,8180000,9e+05
-3350000,4450000,-1.6e+07,-4500000,-5170000,6300000,15220000,-31100000,-6350000,6400000,-8160000,-1200000,6280000,1.1e+07,-1160000,-740000,20000,-16900000,3500000,6920000,-2100000,-12970000,25700000,24150000,-34400000,7060000,-13230000,26800000,1500000,10880000
-1522000,1985100,-8810000,-4200000,-230000,-70000,380000,-9340000,-1760000,-5100000,-6310000,-2860000,1390000,3140000,-451000,145000,-570000,2240000,4240000,9e+05,1310000,-565000,4880000,6610000,-10500000,3630000,-2450000,13660000,-1510000,1391000
-190000,-180000,-260000,20000,-6e+05,960000,-340000,220000,490000,-330000,-170000,230000,440000,120000,460000,290000,10000,610000,110000,630000,-420000,70000,-560000,-230000,250000,50000,-3e+05,-1e+05,-590000,-440000
-4260,-2300,5740,0,-3750,500,0,2720,-123200,-77600,46660,-10800,-21680,11700,-2930,1360,5830,-14800,4140,4840,-290,0,-4700,36900,535600,-48760,4420,4500,-11700,12900
-178000,64200,-355000,-171300,41300,140700,13000,-223600,-466000,-2040000,239300,-277590,14800,714000,-119400,-7640,47000,-186900,129300,-11900,51000,-14960,-17700,-102000,3820000,-195000,70090,119400,-710000,185400
-66500,112000,-316800,-69200,43900,-123000,-4710,-142900,-153000,546200,-124800,-59550,-175000,-1130,-29630,5100,-233700,-31500,134600,-64870,8000,17700,27400,-271400,-530700,671800,133750,584000,35030,10830
10110,-82000,-47800,-10170,16550,-120000,1150,-40290,-100100,-41500,5800,-25410,-32760,23070,-2800,11800,-154690,191800,489570,-16780,-178200,4890,42190,136100,3300,-9600,66210,75360,644700,-3300
-2900000,750000,-1060000,-90000,1500000,-1790000,468000,-290000,-2730000,2630000,-1124000,-1260000,-930000,1250000,-189000,1400000,-40000,-130000,2770000,-2e+05,1540000,940000,-1300000,-2200000,-1560000,1004000,1970000,1240000,-730000,-57000
-7880,-19200,-442800,97100,60100,57910,-24320,35000,-714000,311000,-58000,-96900,-16900,84800,25300,34780,-9900,-34570,255000,100900,51700,9720,-175900,458000,-64000,61900,76900,230300,6000,44200
-612200,-36000,-143000,-224200,86000,-71000,-66900,-520000,-373000,892000,11000,-422900,-177000,15700,-40100,85200,43000,-479000,677200,-41000,2000,18100,234000,41000,-10000,82000,314900,369000,20000,-19000
-237740,-37590,-521000,-19920,35840,-126600,0,-2130,-7500,-840,-19110,-2930,75430,-2370,-13300,22640,27890,-124000,25420,-35800,-20000,0,3020,-5990,4430,17010,2290,-68900,0,157000
22500,759000,-11900,-8210,-3250,-4730,53000,-56300,-84480,0,5100,117900,112800,-317800,52400,-11300,-759000,7230,5030,-110,18000,-36500,74400,6380,7360,8500,-78200,-114900,7800,123600
-992000,-1626000,880000,-506000,1157000,-1070000,681000,-1546000,-510000,860000,-67000,-315000,10000,6000,86600,513000,236000,-1470000,1843000,-1024000,-570000,-825000,1286000,-1177000,1110000,121000,3000,1650000,161800,-144400
0,0,0,0,0,-62840,0,0,0,0,0,0,0,-252000,0,0,2320,0,0,0,-4960,0,0,0,1700,0,0,0,0,0
-1940000,3460000,60000,14000,4570000,-4232000,-9500,-3161800,-1865000,-1960000,-157000,65000,-1455000,-145700,-1675800,9e+05,-5196500,-790000,73000,-6804000,1152000,65300,3211800,-50000,240000,130000,2463000,505000,121700,42900
-2340000,770000,-3290000,-360000,410000,-1030000,-34220,-1322000,-1580000,1990000,-640000,30000,-1490000,-135500,-1258000,577000,-1527000,870000,817000,-529000,-480000,12420,2322000,-460000,-3500000,7e+05,260000,1960000,265500,110000
3200,3520,-473000,13530,-6880,161490,-140,3700,720,-330,-40,4800,-6250,4190,5360,-9500,-4230,7500,-6000,3860,-154200,6610,722890,-120,8110,-3010,-1900,9740,-7770,12140
-266800,-20500,-1113000,-221700,-51210,275100,-760,-757400,-56000,23000,-11800,-126500,-34900,-49750,-46900,-2300,-9790,-93400,18900,40210,-268700,520,315400,197000,-305000,508600,4000,661900,10050,3900
52440,-10900300,-144900,-996700,16820,-600,15150,-127900,393300,45800,68900,1960,-28800,8240,780,-34200,1080300,190900,12000,-20750,-43800,149900,90900,-420200,144300,-99700,30250,-7820,13500,55500
-5660,3400,-15000,5600,21000,-21100,66000,600,3900,22200,-5400,13100,-6570,1700,12420,8150,-10250,-1500,2942100,-4300,-11920,24500,100,5500,-38600,-27800,-15700,29370,12800,-100
-1901000,-2133000,-5278000,-281200,108100,2477000,-17330,-312300,2985000,2225000,709000,-1664000,42000,-20310,-198700,39000,560000,-183000,794200,202000,-2037000,18030,127300,420000,-1670000,-465000,2724000,1262000,11810,81600
42000,-97000,489000,-440000,-517000,-291000,21200,-369000,147000,-87000,-86700,-1198000,-75900,-23000,-61200,-213900,-168000,-247000,473000,102000,-208800,69000,184000,-221500,86000,101700,-26000,390900,311000,68200
-73380,-63900,-15550,2220,190,290,255000,30,3250,560,-300,-6910,-55460,130,380,192280,540400,15350,2120,74340,174800,13000,1290,54260,45160,18070,1118030,476260,428970,50
-21160000,-2800000,-15200000,-1e+07,-2600000,1600000,-2590000,-1.6e+07,-16200000,10900000,6300000,-16270000,3400000,3e+06,-2190000,3370000,1300000,-13900000,18300000,3800000,-3800000,3460000,2300000,8200000,3500000,-2e+05,10670000,1.2e+07,-3800000,2590000
-136900,-233000,-159000,-1376000,-31100,-158000,41600,-653000,-360000,713000,-43000,-617000,-301000,116000,9100,158900,1577000,-798700,1196000,96300,369000,-1000,-25500,239000,-27000,-635000,780000,1125000,-198800,54000
31400,471000,359000,879000,-43000,-249700,-1153000,-365000,-74000,123400,-215600,-26000,-1063000,-1524900,-362900,17000,-620400,-182000,-1096000,-83500,62700,-279400,294000,-131320,21000,31100,275300,167000,1384900,348900
-510000,3690000,-1016000,285000,578000,-1023000,-276000,-782000,-1720000,80000,-130000,31000,-1259000,-31000,-1112900,152000,-4080000,59000,-122000,-1111800,133000,869000,1192000,-410000,-90000,469000,1281000,-71000,498000,43900
-701800,206000,-612000,-182000,67000,-439000,-49900,-752000,-1350000,91000,85000,-215400,-92000,151000,64580,130800,-317000,14000,634000,9000,1286000,98000,182000,340000,-135000,-77000,261400,552000,34000,35800
480000,-1690000,1119000,-230000,-330000,-50000,-1200000,1170000,-60000,240000,40000,-410000,440000,310000,530000,-770000,1030000,-1034000,397000,250000,-340000,710000,-1570000,-820000,570000,630000,630000,-850000,-2e+05,-40000
-236380,855300,-307600,-95900,-8900,-415000,20000,166720,30240,-74500,54600,-22900,-180,-129320,-12980,-2200,-871560,-27000,93900,-11110,-48000,14900,-167500,-10800,-7660,-70900,-30,266170,1610,57280
-348300,45000,-279000,-149200,-28000,46000,-58600,-459000,312000,346000,12000,-226600,-182000,-81900,-47000,68300,139000,-141000,529200,-56000,83000,65000,205000,-154000,-234000,271000,53800,305000,32700,-15000
-55800,14800,-2348900,-4700,-5660,1143300,-85000,-5000,-13000,112000,-29600,-15800,-6900,-900,44910,-3800,-17300,-30600,5700,-2110,-20000,106000,-1580,-57800,-86000,800,3500,5600,20400,-42300
-182000,906000,-840000,-294000,150000,-1122000,-22900,-373000,-1175000,130000,-174000,-155620,-365000,-234100,-368570,1058000,-806000,340000,302000,-372500,-10000,-11900,199000,-221000,94000,101000,209620,378000,336100,118570
-11540000,2e+06,-2970000,110000,-1900000,-1800000,-440000,10040000,7500000,4710000,-2900000,-1720000,-6280000,10000,-650000,2370000,-8370000,-2370000,4230000,-2060000,-7200000,1740000,-9300000,-13200000,-4100000,40000,4890000,5180000,2690000,7e+05
-279000,356000,-84000,-23000,588500,-276000,59700,-275000,-5551000,235000,48000,-180900,-113000,263100,-134300,110000,190000,-410000,240000,-586900,-71000,93000,35000,182000,-162000,-261000,207900,270000,-275800,88300
-132970,-2800,-114000,11700,-6200,148100,31900,10110,-126000,-282910,1560,38400,-13700,-14800,17200,510,35200,-156100,107000,45200,58000,-64700,-3200,-5000,615910,47300,-68300,-14500,24100,-27600
130000,390000,-18600,-253700,3105000,-2620000,98000,-5700,-289800,331100,27000,-52000,320300,29000,-236000,433000,-350000,320000,159700,-2866000,-204500,-173000,198900,65800,-266000,-157000,-6000,-202000,193000,-41000
178000,46000,-61200,17840,24710,8786000,-1840,37600,-178000,-572100,-1950000,-475910,-831800,8710,-110320,-518900,633000,58200,240400,-30900,-8882000,629000,-94970,203000,1443100,4320000,1557910,-20200,200500,1158320
-189400,-46200,30500,16600,-5900,27500,31900,18800,20000,109300,-24380,12200,-1114000,-37300,30400,-28130,184200,147500,282000,-10000,24400,26600,-44700,575000,872000,66880,58000,125000,42500,-34200
-849000,30200,-1350700,-700,5400,92200,4660,-56700,-400,-8100,31100,-34670,-7600,15710,-14900,-368300,-29900,-34200,60800,13500,4873000,-2060,335400,17800,46500,-25700,46170,-39800,-4700,-10060
-433800,5000,-188000,-220000,-147000,-46000,-102400,-417000,-528000,330000,63000,-479500,96000,215600,21500,14400,-334000,129000,380000,-154800,-212000,3200,-9000,262000,110000,117000,336500,26000,-163600,-60500
-3120000,-480000,-759000,-565000,-140800,-805000,-692000,-32650,2e+05,-6800000,4093000,4420,0,49190,1234000,-330000,322000,404000,479000,55300,-143000,546000,31350,2164000,-13050000,-3848000,76900,191000,-50060,-780000
-81970,-32000,-604000,-23000,255000,79900,-24700,-74000,-240000,1329000,-20000,-205000,-244000,-43200,52680,36870,274000,-192680,280000,-247000,141000,64400,-49000,330000,-910000,311000,62000,486000,78200,9100
-140410,53400,-524400,-110900,159800,40600,-1390,40170,21700,79000,194900,-183080,148000,14930,-5160,110410,-22100,-54380,-56900,-208000,393400,2140,589100,79200,-168000,-169500,98080,-301000,-14610,7180
17000,-980000,9745000,-124000,924000,-5230000,660000,-550000,1350000,-560000,-1280000,79000,-843000,1640000,-485000,82000,-180000,-9120000,1376000,650000,-2050000,-228000,-265000,-2060000,-640000,1570000,3e+05,275000,-2771000,125000
190000,1171000,2165000,-38600,384000,42000,-100500,-200900,3e+06,5758000,-101600,40280,-728000,69300,601400,-474000,-1294000,-1899000,1137200,-602300,39000,356500,52400,-3340000,-4600000,149600,419000,-331000,-118400,-552000
1568000,2750000,-1180000,7524000,603600,-9175000,-92000,-2102000,-6851000,-1060000,2990000,-751300,119000,99200,-29100,-1628000,-4423000,-959000,-5560000,-647600,19000,1279000,387000,621000,7e+05,-2040000,10508300,212000,55000,17600
-1784000,-4450000,-2290000,-884000,-876000,-2790000,266900,907090,1290000,1116000,-76000,-1768500,-1302000,-147400,-6770000,492000,-3089000,1250000,517000,-598000,530000,-58000,17490000,-3400000,690000,98000,238500,1152000,-18700,-1e+06
-1565000,-330000,-8190000,-24800,-1897000,5730000,7570000,6660,1280920,-2299400,1978500,-372590,-63100,-217000,179000,-456000,470000,-4720000,1219200,-870190,-5260000,-6710000,-5190,1160000,192400,-520000,7490,-11100,192000,-372000
-3776000,1790000,-2160000,-710000,250000,-650000,-360000,-1830000,-710000,1990000,20000,-1119000,-2540000,520000,-80000,1076000,-430000,-780000,2990000,-370000,630000,460000,640000,570000,-1840000,250000,679000,2330000,-5e+05,116000
-165920,5100,-208000,-141410,-5400,-568000,-127500,100100,29200,193100,21100,-9500,-69000,-159100,-7410,120920,2046100,-44500,1272410,174400,-50000,-16300,-95900,903900,2573000,35500,86900,1091900,606100,212610
-3016000,-890000,-1310000,-1298000,-130000,-2070000,-340200,-1140000,-1970000,3100000,-980000,-2140000,-3810000,-65000,-546000,188000,-770000,-660000,2398000,-528000,270000,374200,-80000,-1310000,-1640000,4730000,2180000,4170000,274000,309000
2623000,3210000,-570000,-75000,282000,1699000,1599000,58000,2870000,4140000,1174000,690000,2957000,1998000,1939000,-1950000,-2660000,-90000,313000,-157000,-1778000,-940000,835000,-3950000,-3910000,-1088000,-771000,-3289000,-2132000,-1974000
0,-778230,2020,0,0,-3090,170,0,1750,-2280,0,0,0,1600,0,0,-6950,-2020,0,0,1760,-1760,1990,-1750,0,0,2190,0,-1600,0
31000,-549000,468000,67200,-207000,-9000,-436000,531000,-220000,413000,96000,-167000,157000,416000,22000,-418000,156000,-677000,310000,-228000,-219000,342000,-749000,-742000,45000,301000,422000,-283000,-408000,57000
-2780000,940000,-260000,-1250000,-1050000,-3100000,750000,-2900000,-20760000,-4830000,1330000,-2730000,1660000,2740000,1605000,-630000,-830000,-3650000,2970000,-1380000,-6461000,1420000,510000,450000,50000,-650000,6750000,3860000,-1590000,-190000
-38300,2280000,-3700000,-432000,-29600,-551520,-345000,-909300,-1345000,599000,-250300,-179100,12000,180000,-277300,53900,-3200000,-1977800,-47000,41800,3620,1105000,-45100,-92000,-140000,31000,-13400,871000,-549600,383300
143800,16760,11800,-1530,13200,59710,-130,-3650,-410400,103400,970,-190,-830810,1080,-5110,-94000,23100,-3100,2370,-12630,86600,6020,-1780,-6400,-95500,-400,1480,-1870,950,1590
-623300,2360000,103000,-296000,-362300,-1624000,-138000,-309000,34000,-70000,-1507000,-422500,-61000,882000,-35600,168300,-1530000,-273000,596000,2101300,-232000,-25000,-72000,243000,94000,977000,167500,533000,-1038000,65800
-1567000,-270000,-810000,-210000,140000,-940000,-273000,-1940000,-4760000,5e+05,560000,-1380000,-840000,250000,-360000,377000,1150000,-920000,1220000,-60000,1640000,713000,-190000,1550000,1910000,-390000,2060000,720000,-150000,1300000
-312300,198000,-1442000,-189900,-593000,-721000,-61200,-3603300,-13000,4300000,12000,-550400,8000,-4530000,-77400,23500,-338000,-27000,2131900,228000,-2e+05,1197200,513300,18000,-6400000,299000,157400,467000,460000,-26500
-5420000,1290000,-2840000,-870000,80000,-1810000,-358000,-2890000,-1990000,-1650000,380000,-2470000,-460000,570000,-580000,640000,-1630000,-1620000,1800000,-840000,120000,-1e+05,1240000,-5e+05,1160000,590000,1510000,720000,-2e+05,6e+05
-327160,217100,69000,-97370,16710,-540500,-1960,-37600,-667400,-86000,-59300,-78940,-307700,7400,13120,-3010,-179000,-98000,133170,-14800,5800,2060,-12710,143400,120000,44300,129540,126700,48000,-14850
193000,-4709800,-1002000,-159300,-393000,242800,22900,-209700,22140000,4891000,287400,371400,3240000,14920,-736000,-132000,356800,-79100,290300,1424000,2278000,-6600,1438700,-13700000,-4709000,-236000,451000,-4726000,-10980,2367000
-125000,-1390,181000,-3480,-26400,-15600,0,1460,13200,0,1870,0,-250480,0,-1900,550000,0,-564000,0,0,0,1680,37440,-13200,0,-1870,1610,-1520,0,0
-230770,93000,-405000,-87900,-18860,-16000,-5490,-166300,-346000,327000,-95200,-51500,-269000,15000,-2630,90070,105000,-98600,300900,29260,-22000,4560,177300,-1000,-112000,121200,92300,1793000,49100,-5510
-693900,-691000,-1971000,-473000,422500,441000,-48080,-528500,444000,530000,11000,-809700,132000,17000,-110800,25000,662000,386000,896000,-359000,-855000,4280,421500,780000,-1e+05,19000,678700,868000,107600,145800
-348640,25000,56700,-31400,-33800,-139300,700,-191400,-429000,107000,-112000,-108700,-505000,105100,280,34640,180000,-125900,148200,-10900,-8300,-8500,4300,395000,321000,232000,31200,494000,-100600,-5210
-1013900,378000,230000,-82200,-82000,-355700,-155800,-28000,-434800,35000,-8100,-82400,165000,44000,-57600,137900,-359000,-190000,5600,35700,-31400,65800,-61500,-16000,26000,-10300,25300,123000,52500,77800
-454490,104520,-682220,-11830,-5340,-43310,6190,4310,26600,-33800,-12150,2050,-65600,-4220,2640,26790,97000,132220,114430,5640,41710,47000,1370,64200,210500,3280,118260,7700,28920,50470
